Name,Device,Label,Enabled,Type,Management only,MTU,Mode,MAC Address,Description,Mark connected,Cable,Cable Color,Cable Peer,Connection,Tags,IP Addresses,Untagged VLAN,Tagged VLANs
ge-0/0/0,80nen,,True,1000BASE-T (1GE),False,,Access,,"sisetu,suido.631",False,,,&mdash;,&mdash;,,,v631 (631),&mdash;
ge-0/0/1,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/2,80nen,,True,1000BASE-T (1GE),False,,Access,,"sisetu,kinkyu-o.925",False,,,&mdash;,&mdash;,,,v925 (925),&mdash;
ge-0/0/3,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/4,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/5,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/6,80nen,,True,1000BASE-T (1GE),False,,Access,,"gsic,nyukan-o.150",False,,,&mdash;,&mdash;,,,v150 (150),&mdash;
ge-0/0/7,80nen,,True,1000BASE-T (1GE),False,,Access,,"sao,TVkaigi.709",False,,,&mdash;,&mdash;,,,v709 (709),&mdash;
ge-0/0/8,80nen,,True,1000BASE-T (1GE),False,,Access,,"jim,ONnet.132",False,,,&mdash;,&mdash;,,,v132 (132),&mdash;
ge-0/0/9,80nen,,True,1000BASE-T (1GE),False,,Access,,gakuseisien.647,False,,,&mdash;,&mdash;,,,v647 (647),&mdash;
ge-0/0/10,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/11,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/12,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/13,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/14,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/15,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/16,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/17,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/18,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/19,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/20,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/21,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/22,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/23,80nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/24,80nen,,True,10GBASE-T (10GE),False,,Tagged,,cercle5-1(temporary),False,,,&mdash;,&mdash;,,,,"noc-mgmt-core-o (301)
    
        noc-mgmt-wlan-o (311)"
mge-0/0/25,80nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/26,80nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/27,80nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/28,80nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/29,80nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/30,80nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/31,80nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/32,80nen,,True,10GBASE-T (10GE),False,,Access,,ap-80nen-7(temporary),False,,,&mdash;,&mdash;,PoE,,noc-mgmt-wlan-o (311),&mdash;
mge-0/0/33,80nen,,True,10GBASE-T (10GE),False,,Access,,ap-80nen-6(temporary),False,,,&mdash;,&mdash;,PoE,,noc-mgmt-wlan-o (311),&mdash;
mge-0/0/34,80nen,,True,10GBASE-T (10GE),False,,Access,,ap-80nen-5(temporary),False,,,&mdash;,&mdash;,PoE,,noc-mgmt-wlan-o (311),&mdash;
mge-0/0/35,80nen,,True,10GBASE-T (10GE),False,,Access,,ap-80nen-4(temporary),False,,,&mdash;,&mdash;,PoE,,noc-mgmt-wlan-o (311),&mdash;
mge-0/0/36,80nen,,True,10GBASE-T (10GE),False,,Access,,ap-80nen-3(temporary),False,,,&mdash;,&mdash;,PoE,,noc-mgmt-wlan-o (311),&mdash;
mge-0/0/37,80nen,,True,10GBASE-T (10GE),False,,Access,,ap-80nen-2(temporary),False,,,&mdash;,&mdash;,PoE,,noc-mgmt-wlan-o (311),&mdash;
mge-0/0/38,80nen,,True,10GBASE-T (10GE),False,,Access,,ap-80nen-1(temporary),False,,,&mdash;,&mdash;,PoE,,noc-mgmt-wlan-o (311),&mdash;
mge-0/0/39,80nen,,True,10GBASE-T (10GE),False,,Tagged,,o-80nen-7_2F,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o1 (360),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/40,80nen,,True,10GBASE-T (10GE),False,,Tagged,,o-80nen-6_2F,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o1 (360),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/41,80nen,,True,10GBASE-T (10GE),False,,Tagged,,o-80nen-5_201,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o1 (360),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/42,80nen,,True,10GBASE-T (10GE),False,,Tagged,,o-80nen-4_107,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o1 (360),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/43,80nen,,True,10GBASE-T (10GE),False,,Tagged,,o-80nen-3_103,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o1 (360),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/44,80nen,,True,10GBASE-T (10GE),False,,Tagged,,o-80nen-2_102,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o1 (360),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/45,80nen,,True,10GBASE-T (10GE),False,,Tagged,,o-80nen-1_101,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o1 (360),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/46,80nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/47,80nen,,True,10GBASE-T (10GE),False,,Tagged,,cercle5-p(mc),False,,,&mdash;,&mdash;,Wi-Fi,,noc-wlan-o1 (360),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
et-0/2/0,80nen,,True,QSFP+ (40GE),False,,,,core-gsic(ae0-1),False,,,&mdash;,&mdash;,,,,&mdash;
et-0/2/1,80nen,,True,QSFP+ (40GE),False,,,,core-honkan(ae0-2),False,,,&mdash;,&mdash;,,,,&mdash;
ae0,80nen,,True,Link Aggregation Group (LAG),False,,Tagged (All),,core,False,,,&mdash;,&mdash;,Uplink,,,All
irb,80nen,,True,Virtual,True,,,,,False,,,&mdash;,&mdash;,,172.30.2.20/23,,&mdash;
ge-0/0/0,100nen,,True,1000BASE-T (1GE),False,,Access,,"sisetu,suido.631",False,,,&mdash;,&mdash;,,,v631 (631),&mdash;
ge-0/0/1,100nen,,True,1000BASE-T (1GE),False,,Access,,"sisetu,denryoku.629",False,,,&mdash;,&mdash;,,,v629 (629),&mdash;
ge-0/0/2,100nen,,True,1000BASE-T (1GE),False,,Access,,"sisetu,kinkyu-o.925",False,,,&mdash;,&mdash;,,,v925 (925),&mdash;
ge-0/0/3,100nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/4,100nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/5,100nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/6,100nen,,True,1000BASE-T (1GE),False,,Access,,"gsic,nyukan-o.150",False,,,&mdash;,&mdash;,,,v150 (150),&mdash;
ge-0/0/7,100nen,,True,1000BASE-T (1GE),False,,Access,,"gsic,nyukan-o.150",False,,,&mdash;,&mdash;,,,v150 (150),&mdash;
ge-0/0/8,100nen,,True,1000BASE-T (1GE),False,,Access,,"gsic,nyukan-o.150",False,,,&mdash;,&mdash;,,,v150 (150),&mdash;
ge-0/0/9,100nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/10,100nen,,True,1000BASE-T (1GE),False,,Access,,"somuka,TTF-kansihi-camera",False,,,&mdash;,&mdash;,,,v845 (845),&mdash;
ge-0/0/11,100nen,,True,1000BASE-T (1GE),False,,Access,,"jim,OWnet.134",False,,,&mdash;,&mdash;,,,v134 (134),&mdash;
ge-0/0/12,100nen,,True,1000BASE-T (1GE),False,,Access,,gakuseisien.647,False,,,&mdash;,&mdash;,,,v647 (647),&mdash;
ge-0/0/13,100nen,,True,1000BASE-T (1GE),False,,Access,,cent.537,False,,,&mdash;,&mdash;,,,v537 (537),&mdash;
ge-0/0/14,100nen,,True,1000BASE-T (1GE),False,,Access,,cent.634,False,,,&mdash;,&mdash;,,,v634 (634),&mdash;
ge-0/0/15,100nen,,True,1000BASE-T (1GE),False,,Access,,cent.634,False,,,&mdash;,&mdash;,,,v634 (634),&mdash;
ge-0/0/16,100nen,,True,1000BASE-T (1GE),False,,Access,,arch.888,False,,,&mdash;,&mdash;,,,v888 (888),&mdash;
ge-0/0/17,100nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/18,100nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/19,100nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/20,100nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/21,100nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/22,100nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/23,100nen,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/24,100nen,,False,10GBASE-T (10GE),False,,Access,,event-CableAqua,False,,,&mdash;,&mdash;,,,noc-event-nat-S1 (161),&mdash;
mge-0/0/25,100nen,,False,10GBASE-T (10GE),False,,Access,,event-CableRed,False,,,&mdash;,&mdash;,,,noc-event-nat-S1 (161),&mdash;
mge-0/0/26,100nen,,True,10GBASE-T (10GE),False,,Tagged,,100nen-3(temporary),False,,,&mdash;,&mdash;,,,,"pubnet-o (110)
    
        pubnet-nat-o (112)
    
        noc-mgmt-core-o (301)
    
        noc-mgmt-wlan-o (311)"
mge-0/0/27,100nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/28,100nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/29,100nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/30,100nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/31,100nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/32,100nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/33,100nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/34,100nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/35,100nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/36,100nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/37,100nen,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/38,100nen,,True,10GBASE-T (10GE),False,,Access,,ap-100nen-4(temporary),False,,,&mdash;,&mdash;,PoE,,noc-mgmt-wlan-o (311),&mdash;
mge-0/0/39,100nen,,True,10GBASE-T (10GE),False,,Access,,ap-100nen-3(temporary),False,,,&mdash;,&mdash;,PoE,,noc-mgmt-wlan-o (311),&mdash;
mge-0/0/40,100nen,,True,10GBASE-T (10GE),False,,Access,,ap-100nen-2(temporary),False,,,&mdash;,&mdash;,PoE,,noc-mgmt-wlan-o (311),&mdash;
mge-0/0/41,100nen,,True,10GBASE-T (10GE),False,,Access,,ap-100nen-1(temporary),False,,,&mdash;,&mdash;,PoE,,noc-mgmt-wlan-o (311),&mdash;
mge-0/0/42,100nen,,True,10GBASE-T (10GE),False,,Tagged,,o-100nen-4_202,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/43,100nen,,True,10GBASE-T (10GE),False,,Tagged,,o-100nen-3_205,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/44,100nen,,True,10GBASE-T (10GE),False,,Tagged,,o-100nen-2_1F-Tpot,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/45,100nen,,True,10GBASE-T (10GE),False,,Tagged,,o-100nen-1_1F-Tpot,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/46,100nen,,True,10GBASE-T (10GE),False,,,,100nen-p(ae11-1),False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/47,100nen,,True,10GBASE-T (10GE),False,,,,100nen-p(ae11-2),False,,,&mdash;,&mdash;,,,,&mdash;
et-0/2/0,100nen,,True,QSFP+ (40GE),False,,,,core-gsic(ae0-1),False,,,&mdash;,&mdash;,,,,&mdash;
et-0/2/1,100nen,,True,QSFP+ (40GE),False,,,,core-honkan(ae0-2),False,,,&mdash;,&mdash;,,,,&mdash;
ae0,100nen,,True,Link Aggregation Group (LAG),False,,Tagged (All),,core,False,,,&mdash;,&mdash;,Uplink,,,All
ae11,100nen,,True,Link Aggregation Group (LAG),False,,Tagged,,100nen-p,False,,,&mdash;,&mdash;,Wi-Fi,,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
irb,100nen,,True,Virtual,True,,,,,False,,,&mdash;,&mdash;,,172.30.2.26/23,,&mdash;
ge-0/0/0,b1 (1),,True,1000BASE-T (1GE),False,,Access,,"sisetu,suido.630",False,,,&mdash;,&mdash;,,,v630 (630),&mdash;
ge-0/0/1,b1 (1),,True,1000BASE-T (1GE),False,,Access,,"sisetu,denryoku.628",False,,,&mdash;,&mdash;,,,v628 (628),&mdash;
ge-0/0/2,b1 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/3,b1 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/4,b1 (1),,True,1000BASE-T (1GE),False,,Access,,"sisetu,suido.630",False,,,&mdash;,&mdash;,,,v630 (630),&mdash;
ge-0/0/5,b1 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/6,b1 (1),,True,1000BASE-T (1GE),False,,Access,,"gsic,nyukan-s.151",False,,,&mdash;,&mdash;,,,v151 (151),&mdash;
ge-0/0/7,b1 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/8,b1 (1),,True,1000BASE-T (1GE),False,,Access,,bio.973,False,,,&mdash;,&mdash;,,,v973 (973),&mdash;
ge-0/0/9,b1 (1),,True,1000BASE-T (1GE),False,,Access,,bio.973,False,,,&mdash;,&mdash;,,,v973 (973),&mdash;
ge-0/0/10,b1 (1),,False,1000BASE-T (1GE),False,,Access,,bio.973,False,,,&mdash;,&mdash;,,,v973 (973),&mdash;
ge-0/0/11,b1 (1),,False,1000BASE-T (1GE),False,,Access,,bio.973,False,,,&mdash;,&mdash;,,,v973 (973),&mdash;
ge-0/0/12,b1 (1),,True,1000BASE-T (1GE),False,,Access,,mono.645,False,,,&mdash;,&mdash;,,,v645 (645),&mdash;
ge-0/0/13,b1 (1),,False,1000BASE-T (1GE),False,,Access,,mono.645,False,,,&mdash;,&mdash;,,,v645 (645),&mdash;
ge-0/0/14,b1 (1),,True,1000BASE-T (1GE),False,,Access,,gakuseisien.646,False,,,&mdash;,&mdash;,,,v646 (646),&mdash;
ge-0/0/15,b1 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/16,b1 (1),,True,1000BASE-T (1GE),False,,Access,,PEECs.482,False,,,&mdash;,&mdash;,,,v482 (482),&mdash;
ge-0/0/17,b1 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/18,b1 (1),,True,1000BASE-T (1GE),False,,Access,,fcrc.927,False,,,&mdash;,&mdash;,,,v927 (927),&mdash;
ge-0/0/19,b1 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/20,b1 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/21,b1 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/22,b1 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/23,b1 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/24,b1 (1),,True,10GBASE-T (10GE),False,,Tagged,,b1-2(temporary),False,,,&mdash;,&mdash;,,,,"noc-mgmt-core-s (302)
    
        noc-mgmt-wlan-s (312)"
mge-0/0/25,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/26,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/27,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/28,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/29,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/30,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/31,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/32,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/33,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/34,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/35,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/36,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/37,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/38,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/39,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/40,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/41,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/42,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/43,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/44,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/45,b1 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/46,b1 (1),,True,10GBASE-T (10GE),False,,,,b1-p(ae11-1),False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/47,b1 (1),,True,10GBASE-T (10GE),False,,,,b1-p(ae11-2),False,,,&mdash;,&mdash;,,,,&mdash;
et-0/2/0,b1 (1),,True,QSFP+ (40GE),False,,,,core-si(ae0-1),False,,,&mdash;,&mdash;,,,,&mdash;
et-0/2/1,b1 (1),,True,QSFP+ (40GE),False,,,,core-s7(ae0-2),False,,,&mdash;,&mdash;,,,,&mdash;
ae0,b1 (1),,True,Link Aggregation Group (LAG),False,,Tagged (All),,core,False,,,&mdash;,&mdash;,Uplink,,,All
ae11,b1 (1),,True,Link Aggregation Group (LAG),False,,Tagged,,b1-p,False,,,&mdash;,&mdash;,Wi-Fi,,noc-wlan-s1 (362),"pubnet-nat-s (113)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
irb,b1 (1),,True,Virtual,True,,,,,False,,,&mdash;,&mdash;,,172.30.34.37/23,,&mdash;
ge-1/0/0,b1 (2),,True,SFP (1GE),False,,Access,,bio.694,False,,,&mdash;,&mdash;,,,v694 (694),&mdash;
ge-1/0/1,b1 (2),,True,SFP (1GE),False,,Access,,bio.694,False,,,&mdash;,&mdash;,,,v694 (694),&mdash;
ge-1/0/2,b1 (2),,True,SFP (1GE),False,,Access,,bio.695,False,,,&mdash;,&mdash;,,,v695 (695),&mdash;
ge-1/0/3,b1 (2),,True,SFP (1GE),False,,Access,,bio.695,False,,,&mdash;,&mdash;,,,v695 (695),&mdash;
ge-1/0/4,b1 (2),,True,SFP (1GE),False,,Access,,bio.974,False,,,&mdash;,&mdash;,,,v974 (974),&mdash;
ge-1/0/5,b1 (2),,True,SFP (1GE),False,,Access,,bio.974,False,,,&mdash;,&mdash;,,,v974 (974),&mdash;
ge-1/0/6,b1 (2),,True,SFP (1GE),False,,Access,,bio.975,False,,,&mdash;,&mdash;,,,v975 (975),&mdash;
ge-1/0/7,b1 (2),,True,SFP (1GE),False,,Access,,bio.975,False,,,&mdash;,&mdash;,,,v975 (975),&mdash;
